,DRA-1_profit,DRA-2_profit,DRA-3_profit,ILP_profit
0,21.0,23.0,18.0,
1,25.0,31.0,19.0,
2,12.0,12.0,23.0,
3,11.0,20.0,24.0,
4,21.0,27.0,22.0,
5,17.0,24.0,17.0,
6,18.0,26.0,12.0,
7,28.0,28.0,13.0,
8,25.0,25.0,10.0,
9,19.0,28.0,18.0,
10,34.0,34.0,27.0,
11,15.0,15.0,15.0,
12,18.0,23.0,16.0,
13,22.0,23.0,15.0,
14,21.0,31.0,16.0,
15,20.0,20.0,11.0,
16,26.0,26.0,17.0,
17,20.0,28.0,16.0,
18,14.0,14.0,9.0,
19,25.0,25.0,16.0,
20,16.0,16.0,18.0,
21,22.0,22.0,23.0,
22,21.0,31.0,21.0,
23,14.0,16.0,15.0,
24,28.0,27.0,20.0,
25,14.0,20.0,19.0,
26,22.0,31.0,20.0,
27,15.0,23.0,14.0,
28,18.0,18.0,25.0,
29,16.0,19.0,24.0,
30,19.0,19.0,13.0,
31,17.0,17.0,9.0,
32,13.0,13.0,14.0,
33,13.0,20.0,16.0,
34,17.0,18.0,16.0,
35,32.0,41.0,18.0,
36,13.0,23.0,13.0,
37,17.0,17.0,18.0,
38,17.0,27.0,12.0,
39,13.0,23.0,18.0,
40,11.0,20.0,14.0,
41,25.0,33.0,17.0,
42,10.0,18.0,10.0,
43,12.0,12.0,10.0,
44,20.0,21.0,15.0,
45,12.0,19.0,10.0,
46,29.0,29.0,19.0,
47,11.0,20.0,15.0,
48,18.0,23.0,13.0,
49,20.0,28.0,20.0,
50,14.0,14.0,16.0,
51,23.0,18.0,14.0,
52,18.0,18.0,12.0,
53,22.0,32.0,18.0,
54,19.0,26.0,19.0,
55,13.0,27.0,14.0,
56,15.0,21.0,14.0,
57,17.0,17.0,17.0,
58,14.0,25.0,14.0,
59,24.0,24.0,18.0,
60,38.0,33.0,20.0,
61,21.0,21.0,15.0,
62,19.0,17.0,17.0,
63,20.0,17.0,16.0,
64,23.0,23.0,13.0,
65,18.0,18.0,10.0,
66,23.0,23.0,10.0,
67,22.0,22.0,17.0,
68,25.0,20.0,16.0,
69,18.0,34.0,21.0,
70,17.0,17.0,10.0,
71,24.0,31.0,18.0,
72,17.0,26.0,17.0,
73,17.0,23.0,14.0,
74,22.0,29.0,16.0,
75,14.0,30.0,22.0,
76,12.0,18.0,12.0,
77,19.0,39.0,24.0,
78,16.0,24.0,16.0,
79,24.0,21.0,16.0,
80,20.0,22.0,14.0,
81,12.0,20.0,16.0,
82,15.0,15.0,11.0,
83,22.0,22.0,13.0,
84,19.0,29.0,16.0,
85,15.0,15.0,10.0,
86,15.0,15.0,15.0,
87,23.0,28.0,14.0,
88,24.0,30.0,14.0,
89,17.0,22.0,17.0,
90,20.0,38.0,17.0,
91,15.0,20.0,16.0,
92,39.0,37.0,18.0,
93,29.0,29.0,20.0,
94,27.0,31.0,18.0,
95,17.0,17.0,12.0,
96,27.0,39.0,18.0,
97,18.0,18.0,14.0,
98,16.0,16.0,16.0,
99,25.0,30.0,21.0,
